"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Upf25"	1.01617232509809e-99	0.285620670440132	0.182	0.382	3.15551992112709e-95	"12"	"Upf2"
"Ptprcap"	1.58439542175904e-99	0.345808640301627	0.263	0.146	4.92002310318835e-95	"12"	"Ptprcap"
"Ly6c21"	3.06832171994747e-99	0.550135178796634	0.231	0.387	9.52805943695288e-95	"12"	"Ly6c2"
"Ighg2b1"	7.92604182796956e-99	2.68590682546537	0.254	0.182	2.46127376883939e-94	"12"	"Ighg2b"
"Igkv12-89"	4.72253702752127e-98	0.421547031963567	0.25	0.151	1.46648942315618e-93	"12"	"Igkv12-89"
"Zfp330"	1.66335242175594e-97	0.409261547964997	0.992	0.641	5.16520827527872e-93	"12"	"Zfp330"
"Igkv9-120"	1.68869574709519e-97	1.60528337873985	0.256	0.226	5.2439069034547e-93	"12"	"Igkv9-120"
"Satb1"	5.63639638093332e-97	0.372183220356962	0.263	0.14	1.75027016817122e-92	"12"	"Satb1"
"Asnsd1"	4.39929948622468e-96	0.253750736187104	0.9	0.515	1.36611446945735e-91	"12"	"Asnsd1"
"Magoh1"	2.08562167287581e-95	0.384089929777583	0.962	0.68	6.47648098078125e-91	"12"	"Magoh"
"Plcd32"	9.13639397885108e-95	0.264969141288802	0.246	0.392	2.83712442225262e-90	"12"	"Plcd3"
"Snrpd22"	3.64599956911733e-94	0.40292086177826	0.991	0.838	1.13219224619801e-89	"12"	"Snrpd2"
"Birc24"	6.67805883188879e-94	0.368132445000356	0.229	0.445	2.07373760906642e-89	"12"	"Birc2"
"Ripor2"	6.81738150348119e-94	0.338536988113857	0.222	0.341	2.11700147827602e-89	"12"	"Ripor2"
"Cbx7"	1.52267968298715e-93	0.355814418579495	0.231	0.338	4.72837721957999e-89	"12"	"Cbx7"
"4930523C07Rik2"	1.70245047574927e-93	0.296291909206767	0.231	0.42	5.28661946234421e-89	"12"	"4930523C07Rik"
"Eif4enif13"	7.91320533673367e-93	0.259966585564411	0.206	0.36	2.45728765321591e-88	"12"	"Eif4enif1"
"Igkv9-124"	3.57432260805648e-92	0.287729006632289	0.712	0.295	1.10993439947978e-87	"12"	"Igkv9-124"
"Hipk15"	2.15831289833518e-91	0.353004632167697	0.208	0.42	6.70220904320024e-87	"12"	"Hipk1"
"Ighv7-3"	7.8493932704598e-91	0.393251656715375	0.286	0.094	2.43747209227588e-86	"12"	"Ighv7-3"
"Igkv4-91"	9.86558481129737e-90	0.486145997732251	0.284	0.085	3.06356005145217e-85	"12"	"Igkv4-91"
"Isyna13"	3.13172384644485e-89	0.317590302752459	0.989	0.642	9.72494206036518e-85	"12"	"Isyna1"
"Snrpc3"	3.78537373170588e-89	0.460404957136461	0.998	0.706	1.17547210490663e-84	"12"	"Snrpc"
"Abca72"	1.20043739794678e-88	0.337094673222752	0.741	0.264	3.72771825184414e-84	"12"	"Abca7"
"Lax1"	2.09918471552548e-88	0.676352901855389	0.271	0.124	6.51859829712129e-84	"12"	"Lax1"
"Igkv6-23"	5.83591935411696e-88	0.771122489374985	0.269	0.246	1.81222803703394e-83	"12"	"Igkv6-23"
"Mrpl551"	7.46851336548073e-88	0.252733831412329	0.996	0.815	2.31919745538273e-83	"12"	"Mrpl55"
"Stoml1"	1.10928996884288e-86	0.275220923642013	0.22	0.353	3.4446781402478e-82	"12"	"Stoml1"
"Kcnn42"	3.5161384249128e-86	0.822697783928462	0.263	0.243	1.09186646508817e-81	"12"	"Kcnn4"
"Ptpn24"	4.88391832043285e-86	0.268813132171002	0.936	0.589	1.51660315604401e-81	"12"	"Ptpn2"
"Ppp1r15a7"	1.61435077587415e-85	0.727642430328489	0.934	0.576	5.013043464322e-81	"12"	"Ppp1r15a"
"Prc14"	1.46698439884215e-84	0.3010227431231	0.261	0.495	4.55542665372453e-80	"12"	"Prc1"
"Hars"	1.91436509007697e-84	0.476639085046444	0.892	0.511	5.94467791421601e-80	"12"	"Hars"
"Tmem39a2"	3.403424044407e-84	0.355468131260131	0.265	0.556	1.0568652685097e-79	"12"	"Tmem39a"
"Prkcd2"	9.85430993086329e-84	0.357260298989735	0.233	0.372	3.06005886283098e-79	"12"	"Prkcd"
"Igkv4-57-1"	1.04659451652764e-83	0.607851555736878	0.273	0.404	3.24998995217328e-79	"12"	"Igkv4-57-1"
"Pafah1b32"	3.29805607844559e-83	0.378747102801857	0.938	0.671	1.02414535403971e-78	"12"	"Pafah1b3"
"Ankrd445"	4.41466823638492e-83	0.270102710680291	0.155	0.279	1.37088692744461e-78	"12"	"Ankrd44"
"Cybb1"	1.08359891741293e-82	0.290330054889744	0.237	0.318	3.36489971824238e-78	"12"	"Cybb"
"Gm420474"	1.22255932419583e-81	0.305713104654015	0.199	0.299	3.79641346942533e-77	"12"	"Gm42047"
"Cd532"	2.59662761147952e-81	0.413820611250315	0.242	0.26	8.06330772192735e-77	"12"	"Cd53"
"Leprotl12"	3.41340172399814e-81	0.448433604835831	0.996	0.703	1.05996363735314e-76	"12"	"Leprotl1"
"Ccdc88c4"	3.98628656832759e-81	0.341710078052227	0.216	0.382	1.23786156806277e-76	"12"	"Ccdc88c"
"Tusc2"	1.82845305380554e-80	0.295525271257293	0.926	0.602	5.67789526798233e-76	"12"	"Tusc2"
"Eif4ebp11"	7.43156300350048e-80	0.255691231671834	1	0.862	2.307723259477e-75	"12"	"Eif4ebp1"
"Ikzf11"	7.58015636575856e-80	0.2792291164288	0.265	0.156	2.35386595625901e-75	"12"	"Ikzf1"
"A530040E14Rik"	1.43661462109708e-79	0.379405617562826	0.292	0.201	4.46111938289276e-75	"12"	"A530040E14Rik"
"Nelfe1"	3.08683534316971e-79	0.283382881965367	0.998	0.719	9.5855497911449e-75	"12"	"Nelfe"
"Rapgef62"	4.29338439369492e-79	0.358088213359286	0.223	0.462	1.33322465577408e-74	"12"	"Rapgef6"
"Cd69"	5.45915638638076e-79	0.798756906234802	0.277	0.229	1.69523183266282e-74	"12"	"Cd69"
"Suco5"	6.0680950414986e-79	0.521944940246057	0.848	0.49	1.88432555323656e-74	"12"	"Suco"
"Cytip1"	8.91992973372802e-79	0.575378156699652	0.271	0.192	2.76990578021456e-74	"12"	"Cytip"
"Cmah"	1.52659125955771e-78	0.740478031896839	0.259	0.439	4.74052383830456e-74	"12"	"Cmah"
"Ccr10"	2.31074111697058e-78	0.776486223576241	0.271	0.359	7.17554439052875e-74	"12"	"Ccr10"
"Prdm11"	5.37483108612337e-78	0.721219212805051	0.269	0.272	1.66904629717389e-73	"12"	"Prdm1"
"Fbxw71"	5.53293671292502e-78	0.535949791199835	0.254	0.368	1.71814283746461e-73	"12"	"Fbxw7"
"Laptm55"	1.15898985814855e-77	0.468621801299986	0.246	0.267	3.59901120650869e-73	"12"	"Laptm5"
"Dhdds1"	1.66426192400101e-77	0.407993780071172	0.875	0.513	5.16803255260033e-73	"12"	"Dhdds"
"Psen12"	3.64551765930059e-77	0.286989335047378	0.896	0.537	1.13204259874261e-72	"12"	"Psen1"
"Swap704"	1.18790571758331e-76	0.421144662510221	0.21	0.329	3.68880362481144e-72	"12"	"Swap70"
"Safb26"	1.65347593354886e-76	0.272858147698569	0.191	0.34	5.13453881644926e-72	"12"	"Safb2"
"Samd8"	2.98674418407496e-75	0.314033470457309	0.769	0.364	9.27473671480797e-71	"12"	"Samd8"
"Cenpw1"	3.55343504822007e-75	0.265711110615895	0.945	0.597	1.10344818552378e-70	"12"	"Cenpw"
"Slc44a14"	4.27513587046908e-75	0.328470735019457	0.21	0.432	1.32755794185676e-70	"12"	"Slc44a1"
"Myo1g"	8.77560642966401e-75	0.55151886510591	0.708	0.214	2.72508906460357e-70	"12"	"Myo1g"
"Manea1"	1.28976983529168e-74	0.345925275841932	0.267	0.427	4.00512226953126e-70	"12"	"Manea"
"Tssc4"	1.62878811890896e-74	0.419591868833974	0.888	0.572	5.05787574564799e-70	"12"	"Tssc4"
"Slc1a53"	2.86454288377367e-74	0.593972113847086	0.263	0.433	8.89526501698239e-70	"12"	"Slc1a5"
"Igkv5-48"	4.10742707082891e-74	1.04131384616512	0.286	0.14	1.2754793283045e-69	"12"	"Igkv5-48"
"Slc38a102"	7.98878300822534e-74	0.329610448944419	0.862	0.503	2.48075678754421e-69	"12"	"Slc38a10"
"Creld21"	4.48931585115794e-73	2.28112791338846	0.924	0.789	1.39406725126007e-68	"12"	"Creld2"
"Helz24"	2.03130667620822e-72	0.253763855993104	0.222	0.39	6.30781662162938e-68	"12"	"Helz2"
"Ogt5"	2.15709498503108e-72	0.358028617386805	0.201	0.363	6.698427057017e-68	"12"	"Ogt"
"Psmb12"	5.66596414028936e-72	0.811612405875392	1	0.935	1.75945184448406e-67	"12"	"Psmb1"
"Desi1"	8.45563385368985e-72	0.360230707934169	0.958	0.653	2.62572798058631e-67	"12"	"Desi1"
"Tigit"	1.37420483056843e-71	0.373272875006256	0.331	0.042	4.26731826036415e-67	"12"	"Tigit"
"Osbpl32"	1.44883409052722e-71	0.487738143267328	0.265	0.436	4.49906450131417e-67	"12"	"Osbpl3"
"Sik11"	2.08153086522901e-71	0.436989794323786	0.239	0.374	6.46377779579566e-67	"12"	"Sik1"
"D16Ertd472e"	2.28079982099027e-71	0.319963379904965	0.805	0.465	7.08256768412109e-67	"12"	"D16Ertd472e"
"Sdf2l11"	2.90315989047499e-71	0.80735697800451	0.985	0.781	9.01518240789198e-67	"12"	"Sdf2l1"
"Gtf2a12"	4.37291272614405e-71	0.46009191838741	0.214	0.311	1.35792058884951e-66	"12"	"Gtf2a1"
"Mki672"	6.39474448934203e-70	0.568018596300435	0.261	0.459	1.98576000627538e-65	"12"	"Mki67"
"Slc38a11"	8.71213252904083e-70	0.333702063412619	0.261	0.251	2.70537851424305e-65	"12"	"Slc38a1"
"Upf3b3"	1.19961816209426e-69	0.561660885590449	0.847	0.469	3.72517427875132e-65	"12"	"Upf3b"
"Coro1a3"	2.00978435436193e-69	0.480379437222593	0.271	0.288	6.24098335560009e-65	"12"	"Coro1a"
"Dgkd2"	4.37004336077071e-69	0.408325650295705	0.277	0.438	1.35702956482013e-64	"12"	"Dgkd"
"Ufd1"	1.74212778366756e-68	0.312836933114291	0.987	0.684	5.40982940662289e-64	"12"	"Ufd1"
"Snhg121"	1.77739468394148e-68	0.328582374248543	0.775	0.421	5.51934371204349e-64	"12"	"Snhg12"
"Cnppd14"	5.59413701784073e-68	0.291237136938092	0.884	0.532	1.73714736815008e-63	"12"	"Cnppd1"
"Srsf95"	6.41292149833122e-67	0.274153227967964	0.244	0.378	1.99140451287679e-62	"12"	"Srsf9"
"Ascc37"	7.2319389225897e-67	0.293155967324007	0.267	0.508	2.24573399363178e-62	"12"	"Ascc3"
"Nop101"	1.14579382902615e-66	0.772254128550409	0.998	0.921	3.55803357727492e-62	"12"	"Nop10"
"Phgdh1"	2.58608651531926e-66	0.750605106191249	0.881	0.68	8.03057445602089e-62	"12"	"Phgdh"
"Cad"	1.11133768569368e-65	0.272724665210349	0.265	0.397	3.45103691538457e-61	"12"	"Cad"
"Lsp12"	5.20813468758445e-65	0.292780338674167	0.29	0.172	1.6172820645356e-60	"12"	"Lsp1"
"Jmjd1c6"	7.2214419700922e-65	0.286008712597506	0.22	0.396	2.24247437497273e-60	"12"	"Jmjd1c"
"Tbc1d15"	2.22317667930256e-64	0.323933331617357	0.994	0.699	6.90363054223825e-60	"12"	"Tbc1d15"
"Lbr3"	3.85292167889088e-64	0.302360543645859	0.25	0.463	1.19644776894599e-59	"12"	"Lbr"
"Rcc23"	1.45261747989827e-63	0.316425676262016	0.186	0.326	4.51081306032809e-59	"12"	"Rcc2"
"Agps4"	1.5517023377593e-63	0.260396220073862	0.248	0.325	4.81850126944395e-59	"12"	"Agps"
"Syf23"	8.0358508365224e-63	0.443161053645084	0.922	0.563	2.4953727602653e-58	"12"	"Syf2"
"Tnrc6b6"	1.01049962970263e-62	0.479005508722676	0.237	0.406	3.13790450011558e-58	"12"	"Tnrc6b"
"Zbtb384"	1.69437839515626e-62	0.459921471527823	0.297	0.508	5.26155323047873e-58	"12"	"Zbtb38"
"Snrpd15"	1.90298532166371e-62	0.424152853429011	0.989	0.762	5.90934031936231e-58	"12"	"Snrpd1"
"Pou2af1"	3.77443036067588e-62	0.751263678630783	0.303	0.208	1.17207385990068e-57	"12"	"Pou2af1"
"Dhx401"	3.92742127379096e-62	0.396833502575753	0.828	0.533	1.21958212815031e-57	"12"	"Dhx40"
"Runx2"	4.60363666460867e-62	0.317413051561166	0.284	0.357	1.42956729346093e-57	"12"	"Runx2"
"Ighv9-3"	5.55172116797145e-62	0.450542856243654	0.318	0.616	1.72397597429017e-57	"12"	"Ighv9-3"
"Brf11"	8.95853044710012e-62	0.252076459071211	0.259	0.414	2.781892459738e-57	"12"	"Brf1"
"Serinc52"	1.42080126567702e-61	0.332075989335215	0.273	0.421	4.41201417030685e-57	"12"	"Serinc5"
"Rps27a5"	1.44801274896836e-61	0.718915351379592	0.992	0.988	4.49651398937144e-57	"12"	"Rps27a"
"Phip6"	3.13737255023577e-61	0.375321049412975	0.241	0.358	9.74248298024713e-57	"12"	"Phip"
"Igkv17-121"	5.20401367165259e-61	0.440179229836842	0.312	0.139	1.61600236545828e-56	"12"	"Igkv17-121"
"Uvrag4"	5.50596342860913e-61	0.301568254746017	0.807	0.372	1.70976682348599e-56	"12"	"Uvrag"
"2310001H17Rik"	1.37613895642478e-60	0.721019793295039	0.295	0.467	4.27332430138587e-56	"12"	"2310001H17Rik"
"Kmt2a7"	1.83827621074598e-60	0.360603352638188	0.248	0.329	5.7083991172295e-56	"12"	"Kmt2a"
"Dennd4a1"	1.37498077321036e-59	0.353619864212127	0.261	0.392	4.26972779505013e-55	"12"	"Dennd4a"
"Ccdc1271"	3.69177357768509e-59	0.423419222966292	0.93	0.599	1.14640644907855e-54	"12"	"Ccdc127"
"Timm44"	9.60118050710673e-59	0.26008901225015	0.856	0.501	2.98145458287185e-54	"12"	"Timm44"
"Atp6ap24"	2.15223993496404e-58	0.276074328678842	0.951	0.586	6.68335067004384e-54	"12"	"Atp6ap2"
"Txndc54"	5.2583310321849e-58	1.03961214750148	0.795	0.716	1.63286953542438e-53	"12"	"Txndc5"
"Srm1"	7.91839511086014e-58	0.572585392964895	0.989	0.798	2.4588992337754e-53	"12"	"Srm"
"Tiparp2"	8.93151009694983e-58	0.33378332560987	0.307	0.517	2.77350183040583e-53	"12"	"Tiparp"
"Blnk1"	2.05089754089558e-57	0.646803608544175	0.297	0.442	6.36865213374304e-53	"12"	"Blnk"
"Pip4k2c1"	3.02869572961376e-57	0.256145597055933	0.782	0.446	9.4050088491696e-53	"12"	"Pip4k2c"
"Ugcg4"	4.23116762987425e-57	0.267105951499898	0.216	0.334	1.31390448410485e-52	"12"	"Ugcg"
"Syk1"	4.84441712123e-57	0.470061117939881	0.278	0.239	1.50433684865555e-52	"12"	"Syk"
"Pim2"	4.97827817685372e-57	0.378748016775294	0.292	0.394	1.54590472225838e-52	"12"	"Pim2"
"Fmnl11"	5.46873297200797e-57	0.283142044923052	0.278	0.166	1.69820564979763e-52	"12"	"Fmnl1"
"Cyld4"	5.84809326318294e-57	0.328990376225368	0.278	0.384	1.8160084010162e-52	"12"	"Cyld"
"Nek75"	7.73338358177865e-57	0.428304416226	0.284	0.407	2.40144760364973e-52	"12"	"Nek7"
"Man1b11"	7.89183210121877e-57	0.586702263125104	0.288	0.325	2.45065062239146e-52	"12"	"Man1b1"
"Samhd15"	1.26209311893616e-56	0.34054058190675	0.246	0.367	3.91917776223244e-52	"12"	"Samhd1"
"Prkcsh2"	1.77727695929804e-56	0.503981041644041	0.994	0.683	5.51897814170819e-52	"12"	"Prkcsh"
"Zmpste24"	2.32115096572933e-56	0.407865003410407	0.909	0.545	7.20787009387928e-52	"12"	"Zmpste24"
"Kcnq1ot15"	1.06594622291008e-55	0.37956369106994	0.256	0.368	3.31008280600267e-51	"12"	"Kcnq1ot1"
"Igkv1-110"	1.98337274324243e-55	2.27608990477395	0.309	0.176	6.15896737959071e-51	"12"	"Igkv1-110"
"Tmem154"	2.42312911970883e-55	0.422384210881449	0.311	0.443	7.52454285543182e-51	"12"	"Tmem154"
"Cd444"	3.60688900289872e-55	0.551567763085534	0.288	0.362	1.12004724207014e-50	"12"	"Cd44"
"Tspan131"	3.88550266859646e-55	0.726943252672777	0.297	0.38	1.20656514367926e-50	"12"	"Tspan13"
"Nemf3"	4.53896345477101e-55	0.347981227545377	0.282	0.509	1.40948432161004e-50	"12"	"Nemf"
"Wfs1"	4.73811205863321e-55	0.26268628141938	0.733	0.365	1.47132593756737e-50	"12"	"Wfs1"
"Igkv6-13"	6.06316557880834e-55	0.311119427874936	0.33	0.065	1.88279480718735e-50	"12"	"Igkv6-13"
"H2-Ab15"	1.38188403242798e-54	0.500272628121848	0.299	0.33	4.2911644858986e-50	"12"	"H2-Ab1"
"Ube2s1"	1.85552766821512e-54	0.365855879989113	0.92	0.629	5.76197006810841e-50	"12"	"Ube2s"
"Smc42"	2.46265324720423e-54	0.319086009586454	0.25	0.477	7.64727712854329e-50	"12"	"Smc4"
"Zmynd116"	7.19254177721437e-54	0.301524876666989	0.233	0.418	2.23349999807838e-49	"12"	"Zmynd11"
"Aff1"	7.40277450938601e-54	0.290924218082153	0.716	0.356	2.29878356839964e-49	"12"	"Aff1"
"Rps3a14"	9.72510082842956e-54	1.06366917880188	1	0.985	3.01993556025223e-49	"12"	"Rps3a1"
"Zmynd86"	9.95373385677086e-54	0.256753932309799	0.25	0.377	3.09093297454305e-49	"12"	"Zmynd8"
"Iqgap15"	1.32547346113444e-53	0.262025012790492	0.284	0.42	4.11599273886078e-49	"12"	"Iqgap1"
"Zc3h7a6"	1.45303593424545e-53	0.485912029011126	0.25	0.427	4.51211248661239e-49	"12"	"Zc3h7a"
"Becn12"	1.50214080293097e-53	0.325902613560808	0.902	0.5	4.66459783534154e-49	"12"	"Becn1"
"AY0361182"	1.58047736889853e-53	0.647892949820196	0.975	0.768	4.90785637364061e-49	"12"	"AY036118"
"Pbrm16"	2.47516018123929e-53	0.455711848954925	0.244	0.419	7.68611491080236e-49	"12"	"Pbrm1"
"Def6"	3.25211521727102e-53	0.340266098002715	0.667	0.199	1.00987933841917e-48	"12"	"Def6"
"Tap11"	1.04970657894676e-52	0.360965041560295	0.258	0.386	3.25965383960337e-48	"12"	"Tap1"
"Tmed32"	1.30071187310972e-52	0.272468200009624	0.996	0.753	4.03910057956761e-48	"12"	"Tmed3"
"Tbcb2"	1.90908734995434e-52	0.505605432159162	0.991	0.801	5.9282889478132e-48	"12"	"Tbcb"
"Ppp2r5a6"	9.49338853634173e-52	0.329600764701663	0.258	0.427	2.9479819421902e-47	"12"	"Ppp2r5a"
"2610524H06Rik2"	9.856265611588e-52	0.532154193752454	0.328	0.539	3.06066616036642e-47	"12"	"2610524H06Rik"
"Igkv10-96"	1.64583866908287e-51	2.02955484795595	0.322	0.345	5.11082281910303e-47	"12"	"Igkv10-96"
"Irf4"	2.838313383019e-51	0.855515322097761	0.32	0.242	8.81381454828889e-47	"12"	"Irf4"
"Tnfrsf13b1"	5.25422588396338e-51	0.795751212873112	0.32	0.158	1.63159476374715e-46	"12"	"Tnfrsf13b"
"Ighv1-78"	5.26773138713387e-51	0.471703081333623	0.61	0.029	1.63578862764668e-46	"12"	"Ighv1-78"
"Tapbp5"	6.0248057074906e-51	0.433118464741044	0.297	0.455	1.87088291634706e-46	"12"	"Tapbp"
"Cpeb2"	7.44920349253868e-51	0.631079558707082	0.284	0.369	2.31320116053804e-46	"12"	"Cpeb2"
"Mirt1"	7.58866133489226e-51	0.302201487188195	0.314	0.129	2.35650700432409e-46	"12"	"Mirt1"
"Arl5a5"	9.32256340230726e-51	0.351524034610042	0.311	0.467	2.89493561331847e-46	"12"	"Arl5a"
"Sept116"	1.32516991367531e-50	0.277785905956588	0.244	0.413	4.11505013293594e-46	"12"	"Sept11"
"Ube2c"	1.97994720196464e-50	0.40353668166818	0.945	0.655	6.1483300462608e-46	"12"	"Ube2c"
"Hnrnpul16"	4.12157877412284e-50	0.356799655730459	0.252	0.441	1.27987385672837e-45	"12"	"Hnrnpul1"
"Rabl65"	5.19581845342623e-50	0.288304670367128	0.205	0.349	1.61345750434245e-45	"12"	"Rabl6"
"Cnot36"	9.64706590842815e-50	0.256269326542114	0.227	0.382	2.99570337654419e-45	"12"	"Cnot3"
"Eif4g34"	9.74956044694673e-50	0.336352427564394	0.884	0.483	3.02753100559037e-45	"12"	"Eif4g3"
"Ankrd125"	1.03872120122511e-49	0.390030044491138	0.278	0.328	3.22554094616433e-45	"12"	"Ankrd12"
"Hspa13"	1.17496754017039e-49	0.442172492884516	0.877	0.617	3.64862670249111e-45	"12"	"Hspa13"
"Ebf1"	1.32125817519879e-49	0.549262926743053	0.322	0.173	4.10290301144481e-45	"12"	"Ebf1"
"Med135"	1.40216934724021e-49	0.332246816011538	0.229	0.318	4.35415647398502e-45	"12"	"Med13"
"Gtpbp24"	1.50020980788781e-49	0.313367741199509	0.737	0.389	4.65860151643403e-45	"12"	"Gtpbp2"
"Ranbp24"	1.50382681559246e-49	0.257850517588942	0.273	0.455	4.66983341045928e-45	"12"	"Ranbp2"
"Pink12"	2.71011705825099e-49	0.291800613608599	0.987	0.712	8.41572650098679e-45	"12"	"Pink1"
"Saraf2"	9.3067264623389e-49	0.313595014839319	0.975	0.687	2.8900177683501e-44	"12"	"Saraf"
"Slc17a9"	2.56679763792325e-48	0.354114294584113	0.864	0.606	7.97067670504308e-44	"12"	"Slc17a9"
"Ubald22"	4.29690659144839e-48	0.620232115280428	0.949	0.68	1.33431840384247e-43	"12"	"Ubald2"
"Ccdc167"	4.52225509550834e-48	0.40361576461548	0.945	0.626	1.40429587480821e-43	"12"	"Ccdc167"
"Hist1h1c2"	5.98032732818711e-48	0.423008823067433	0.299	0.428	1.85707104522194e-43	"12"	"Hist1h1c"
"U2af27"	6.65531953364922e-48	0.292388121902991	0.248	0.437	2.06667637478409e-43	"12"	"U2af2"
"Ccdc88a6"	7.43015941106703e-48	0.413011799308013	0.275	0.292	2.30728740191864e-43	"12"	"Ccdc88a"
"Arhgef110"	9.00326160369125e-48	0.25754318618451	0.237	0.381	2.79578282579424e-43	"12"	"Arhgef1"
"Igkv1-133"	1.17025134636502e-47	0.529908424337529	0.358	0.032	3.63398150586731e-43	"12"	"Igkv1-133"
"Stk41"	3.97811249029572e-47	0.260088692058551	0.282	0.38	1.23532327161153e-42	"12"	"Stk4"
"Zbtb207"	7.26189406957453e-47	0.369323539639778	0.282	0.466	2.25503596542498e-42	"12"	"Zbtb20"
"Man1a24"	9.57675530517147e-47	0.409707854504308	0.324	0.547	2.9738698249149e-42	"12"	"Man1a2"
"Rpl416"	1.17120589417501e-46	0.559100045415124	0.962	0.955	3.63694566318165e-42	"12"	"Rpl41"
"Itpr13"	1.56843378399311e-46	0.418458877222193	0.275	0.345	4.87045742943381e-42	"12"	"Itpr1"
"Acap1"	3.48189188219319e-46	0.278211046950926	0.326	0.095	1.08123188617745e-41	"12"	"Acap1"
"Ccnd26"	7.83768834644643e-46	0.4095029928396	0.295	0.292	2.43383736222201e-41	"12"	"Ccnd2"
"Ehd43"	8.77911722544886e-46	0.250340988502211	0.809	0.463	2.72617927201863e-41	"12"	"Ehd4"
"Sec11c"	1.13255625838374e-45	1.31700987646764	0.837	0.89	3.51692694915902e-41	"12"	"Sec11c"
"Mogs"	6.84912077311365e-45	0.29465992705966	0.303	0.462	2.12685747367498e-40	"12"	"Mogs"
"Gls7"	1.64700324831366e-44	0.272494570675011	0.235	0.337	5.11443918698842e-40	"12"	"Gls"
"Cdc42se22"	3.2940262942093e-44	0.497361184656555	0.295	0.402	1.02289398514081e-39	"12"	"Cdc42se2"
"Ube2j1"	4.25178756321644e-44	0.645665007923014	0.924	0.703	1.3203075920056e-39	"12"	"Ube2j1"
"Clk16"	5.72710018239705e-44	0.286569772861432	0.275	0.431	1.77843641963975e-39	"12"	"Clk1"
"Man2a24"	6.77837018876693e-44	0.308782863427679	0.299	0.335	2.10488729471779e-39	"12"	"Man2a2"
"H2-Aa4"	1.14168588746377e-43	0.25589479838088	0.301	0.312	3.54527718634124e-39	"12"	"H2-Aa"
"Josd12"	1.28951439553372e-43	0.266518367791432	0.752	0.422	4.00432905245087e-39	"12"	"Josd1"
"Taf1d7"	1.65328929052193e-43	0.541502773198507	0.267	0.417	5.13395923385776e-39	"12"	"Taf1d"
"Lcorl2"	1.86910675583085e-43	0.284814655658622	0.248	0.379	5.80413720888153e-39	"12"	"Lcorl"
"Eif2ak3"	5.85511739539057e-43	0.691241185573001	0.72	0.447	1.81818960479063e-38	"12"	"Eif2ak3"
"Shisa55"	7.35199743439599e-43	0.321274724640525	0.343	0.576	2.28301576330299e-38	"12"	"Shisa5"
"AU0202061"	1.11748618635569e-42	0.572695641650192	0.324	0.299	3.47012985449034e-38	"12"	"AU020206"
"Igkv2-137"	1.57675516067885e-42	0.615549548820559	0.642	0.073	4.89629780045603e-38	"12"	"Igkv2-137"
"Rbbp64"	1.66536743113467e-42	0.280481608125106	0.21	0.367	5.1714654839025e-38	"12"	"Rbbp6"
"Igkv6-20"	1.75129297124763e-42	0.527489910242734	0.373	0.152	5.43829006361527e-38	"12"	"Igkv6-20"
"Unc93b14"	2.47216998430858e-42	0.732158665204213	0.75	0.412	7.67682945227342e-38	"12"	"Unc93b1"
"Thrap36"	2.88915776450815e-42	0.257242717401911	0.312	0.554	8.97170160612714e-38	"12"	"Thrap3"
"Cd24a3"	6.33706349529361e-42	0.518641128234334	0.354	0.442	1.96784832719353e-37	"12"	"Cd24a"
"Skil3"	8.07748607780294e-42	0.514356921009637	0.278	0.397	2.50830175174015e-37	"12"	"Skil"
"Nfkb2"	1.11316593884758e-41	0.284001700593149	0.311	0.404	3.4567141899034e-37	"12"	"Nfkb2"
"Sidt2"	1.38468882786758e-41	0.295086954766057	0.267	0.383	4.29987421717721e-37	"12"	"Sidt2"
"Iglc3"	1.69936802300973e-41	1.62480751058877	0.343	0.147	5.27704752185211e-37	"12"	"Iglc3"
"Mzb1"	2.45282934569672e-41	1.10541070701089	0.653	0.195	7.61677096719204e-37	"12"	"Mzb1"
"Trib14"	5.09537517763993e-41	0.404978398388737	0.339	0.523	1.58226685391253e-36	"12"	"Trib1"
"Mast44"	7.78037604595052e-41	0.378647361361354	0.303	0.321	2.41604017354902e-36	"12"	"Mast4"
"Rpl236"	8.08162161727171e-41	0.715544799161147	0.991	0.977	2.50958596081138e-36	"12"	"Rpl23"
"Sdc11"	9.59286428983797e-41	0.338425693197498	0.36	0.683	2.97887214792338e-36	"12"	"Sdc1"
"Kmt2e7"	1.32316373588359e-40	0.392163449234285	0.36	0.563	4.10882034903932e-36	"12"	"Kmt2e"
"Psmb62"	1.42229866501449e-40	0.523743971933049	0.994	0.895	4.41666404446951e-36	"12"	"Psmb6"
"Ggta12"	2.23234712358622e-40	0.250104675346132	0.29	0.217	6.93210752287229e-36	"12"	"Ggta1"
"Skiv2l4"	2.81021633990455e-40	0.261960397498021	0.269	0.361	8.72656480030559e-36	"12"	"Skiv2l"
"Pls1"	3.28750035051129e-40	0.363882166737798	0.335	0.451	1.02086748384427e-35	"12"	"Pls1"
"Cdk2ap2"	3.48492990116557e-40	0.561802619200219	1	0.9	1.08217528220894e-35	"12"	"Cdk2ap2"
"Trabd1"	5.33541275010324e-40	0.751906327706461	0.973	0.745	1.65680572128956e-35	"12"	"Trabd"
"Gars3"	5.89468061481753e-40	0.32959896932565	0.924	0.63	1.83047517131929e-35	"12"	"Gars"
"Bptf6"	1.39866921872996e-39	0.325471932854837	0.216	0.349	4.34328752492213e-35	"12"	"Bptf"
