"","Combined_Module"
"Rbx1","2"
"Smdt1","2"
"Ndufa6","2"
"AC118710.3","2"
"Cyp2d26","2"
"1700001L05Rik","2"
"Bik","2"
"Sult4a1","2"
"Pnpla5","2"
"Pnpla3","2"
"Celsr1","2"
"Miox","2"
"Tymp","2"
"Odf3b","2"
"Zcrb1","2"
"Slc38a4","2"
"Rpap3","2"
"Slc48a1","2"
"Tuba1b","2"
"Tuba1c","2"
"Gm16537","2"
"Cox14","2"
"Methig1","2"
"Mettl7a2","2"
"Smagp","2"
"Cela1","2"
"Krt5","2"
"Atp5g2","2"
"Gm28876","2"
"Nfe2","2"
"Smim22","2"
"Rogdi","2"
"Abat","2"
"Tekt5","2"
"Dexi","2"
"Socs1","2"
"Ntan1","2"
"Mpv17l","2"
"Snai2","2"
"Ube2v2","2"
"Mzt2","2"
"Ube2l3","2"
"Tmem191c","2"
"Ranbp1","2"
"2510002D24Rik","2"
"Abcc5","2"
"Clcn2","2"
"Polr2h","2"
"Vps8","2"
"Ehhadh","2"
"Rfc4","2"
"B630019A10Rik","2"
"Rtp4","2"
"Lppos","2"
"Il1rap","2"
"Gm20319","2"
"0610012G03Rik","2"
"Ncbp2","2"
"Pigx","2"
"Cep19","2"
"Nrros","2"
"Wdr53","2"
"Tctex1d2","2"
"Tfrc","2"
"Muc4","2"
"Hacd2","2"
"Fam162a","2"
"Ccdc58","2"
"Hgd","2"
"Ndufb4","2"
"Gm36028","2"
"Cox17","2"
"Cfap44","2"
"Gm4737","2"
"Impg2","2"
"Nit2","2"
"Pros1","2"
"Gbe1","2"
"Ncam2","2"
"Jam2","2"
"Atp5j","2"
"AC135964.2","2"
"AC135964.1","2"
"Gm17518","2"
"Mrap","2"
"1110004E09Rik","2"
"Atp5o.1","2"
"Setd4","2"
"Cbr1","2"
"Cbr3","2"
"Pigp","2"
"Psmg1","2"
"Bace2","2"
"Mx1","2"
"Tiam2","2"
"Gtf2h5","2"
"Dynlt1a","2"
"Dynlt1b","2"
"Ezr","2"
"Rnaset2b","2"
"Rnaset2a","2"
"Mpc1","2"
"4732491K20Rik","2"
"Plg","2"
"Acat2","2"
"Sod2","2"
"Smoc2","2"
"AC154378.1","2"
"Psmb1","2"
"AC129328.1","2"
"Hcfc1r1","2"
"Flywch2","2"
"Elob","2"
"Atp6v0c","2"
"Tedc2","2"
"Ccnf","2"
"Abca3","2"
"Ndufb10","2"
"Msrb1","2"
"Igfals","2"
"BC003965","2"
"Tekt4","2"
"Decr2","2"
"Nme4","2"
"Gm8186","2"
"Cuta","2"
"Ggnbp1","2"
"Uqcc2","2"
"Ppard","2"
"Glo1","2"
"Tff3","2"
"Gm15318","2"
"Tmprss3","2"
"U2af1","2"
"Hsf2bp","2"
"Cyp4f15","2"
"Cyp4f14","2"
"Psmb9","2"
"Psmb8","2"
"Fkbpl","2"
"Lsm2","2"
"Csnk2b","2"
"Apom","2"
"H2-Q1","2"
"H2-Q10","2"
"Znrd1as","2"
"AY036118","2"
"Cenpq","2"
"Runx2os2","2"
"Slc22a7","2"
"Gnmt","2"
"2310039H08Rik","2"
"1700001C19Rik","2"
"Tomm6","2"
"Oard1","2"
"Sult1c2","2"
"Lrg1","2"
"2410015M20Rik","2"
"Ndufa11","2"
"Alkbh7","2"
"Crb3","2"
"Nudt12os","2"
"Ndufv2","2"
"Dlgap1","2"
"Myl12b","2"
"Dpy30","2"
"Cebpzos","2"
"Atl2","2"
"Galm","2"
"Gemin6","2"
"Morn2","2"
"Haao","2"
"Abcg5","2"
"Abcg8","2"
"1110020A21Rik","2"
"Slc3a1","2"
"Cript","2"
"Calm2","2"
"Gm6741","2"
"Gm1976","2"
"Bambi","2"
"Colec12","2"
"Snrpd1","2"
"Abhd3","2"
"Dsg1c","2"
"Ttr","2"
"2700062C07Rik","2"
"Tpgs2","2"
"Polr2d","2"
"Gypc","2"
"Stard4","2"
"Pkd2l2","2"
"Paip2","2"
"Slc23a1","2"
"Spata24","2"
"Cystm1","2"
"Pfdn1","2"
"Eif4ebp3","2"
"Sra1","2"
"Ndufa2","2"
"1700086O06Rik","2"
"Prelid2","2"
"Spink1","2"
"Mcc","2"
"Kcnn2","2"
"Eno1b","2"
"Tnfaip8","2"
"C330018D20Rik","2"
"Gm4951","2"
"F830016B08Rik","2"
"Iigp1","2"
"Ppargc1b","2"
"Cidea","2"
"Ccdc68","2"
"Haus1","2"
"Pstpip2","2"
"Hsbp1l1","2"
"Cyb5a","2"
"Gm5096","2"
"Ndufs8","2"
"Acy3","2"
"Gstp1","2"
"Gstp2","2"
"Pold4","2"
"Rhod","2"
"2010003K11Rik","2"
"Rbm4","2"
"Tm7sf2","2"
"Rasgrp2","2"
"Prdx5","2"
"Ppp1r14b","2"
"Macrod1","2"
"Cox8a","2"
"Pla2g16","2"
"Slc22a26","2"
"Slc22a27","2"
"Slc22a30","2"
"Ubxn1","2"
"1810009A15Rik","2"
"Fth1","2"
"Fads2","2"
"Fads1","2"
"Tmem216","2"
"Mpeg1","2"
"Gm4952","2"
"Glyat","2"
"Keg1","2"
"Pcsk5","2"
"Aldh1a1","2"
"Aldh1a7","2"
"Gm6563","2"
"Fxn","2"
"Gm10053","2"
"4430402I18Rik","2"
"1700018L02Rik","2"
"Il33","2"
"Gldc","2"
"Mbl2","2"
"Stambpl1","2"
"Ifit1","2"
"Pank1","2"
"Rpp30","2"
"Cyp26a1","2"
"Rbp4","2"
"Pde6c","2"
"Slc35g1","2"
"Plce1","2"
"Cyp2c29","2"
"Cyp2c67","2"
"Cyp2c40","2"
"Cyp2c69","2"
"Cyp2c37","2"
"Cyp2c54","2"
"Cyp2c50","2"
"Cyp2c70","2"
"Hoga1","2"
"Loxl4","2"
"Cyp2c23","2"
"Bloc1s2","2"
"Scd2","2"
"Scd1","2"
"Ndufb8","2"
"Gm17018","2"
"Arl3","2"
"Cyp17a1","2"
"Borcs7","2"
"Usmg5","2"
"Sfr1","2"
"Gsto1","2"
"Rbm20","2"
"Pdcd4","2"
"Tectb","2"
"Acsl5","2"
"Grk5","2"
"Mcm3","3"
"Mcm6","3"
"Ube2t","3"
"Ifi207","3"
"Cenpf","3"
"Dtl","3"
"Selenoh","3"
"Oip5","3"
"Nusap1","3"
"Mcm8","3"
"Tpx2","3"
"Ube2c","3"
"Lonrf3","3"
"Jpx","3"
"Ccna2","3"
"Tmem154","3"
"Mybphl","3"
"1700013F07Rik","3"
"H2afz","3"
"Smc2","3"
"Mup12","3"
"Stmn1","3"
"Tyms","3"
"Tacc3","3"
"Gm13830","3"
"Tbx3os1","3"
"Cldn4","3"
"Mcm7","3"
"Mad2l1","3"
"Fgd5","3"
"Rad18","3"
"Cdca3","3"
"Rad51ap1","3"
"Lockd","3"
"Lig1","3"
"Pold1","3"
"Syngr4","3"
"Gm44812","3"
"Rrm1","3"
"Plk1","3"
"D830039M14Rik","3"
"Cdk1","3"
"Parpbp","3"
"Prim1","3"
"Timeless","3"
"Shcbp1","3"
"Adam32","3"
"Asf1b","3"
"Gins2","3"
"Cdt1","3"
"Gm4316","3"
"Dnajc9","3"
"Cdkn3","3"
"Pbk","3"
"Esco2","3"
"Diaph3","3"
"Dnmt1","3"
"Spc24","3"
"Anln","3"
"Pclaf","3"
"Ccnb2","3"
"Hmmr","3"
"Aurkb","3"
"Top2a","3"
"Psmc3ip","3"
"Birc5","3"
"Hist1h1b","3"
"Hist1h2ae","3"
"Hist1h2ab","3"
"Cenpp","3"
"Mxd3","3"
"Tppp","3"
"Rrm2","3"
"Atad2","3"
"Rhpn1","3"
"Cenpm","3"
"Mcm4","3"
"Cdc45","3"
"Chaf1b","3"
"Tcf19","3"
"Chaf1a","3"
"Neto1","3"
"Kif20b","3"
"Kif11","3"
"Golga7b","3"
"Col17a1","3"
"Mybl1","4"
"Neurl3","4"
"Fhl2","4"
"Stat4","4"
"Nrp2","4"
"Ap1s3","4"
"Efhd1","4"
"Mlph","4"
"2310007B03Rik","4"
"Pam","4"
"Cd55","4"
"Mfsd4a","4"
"Prelp","4"
"Phlda3","4"
"Tnnt2","4"
"Pkp1","4"
"Mroh3","4"
"Pcp4l1","4"
"Itpkb","4"
"Lefty1","4"
"Ephx1","4"
"Gm45902","4"
"Vim","4"
"A930004D18Rik","4"
"Gm13387","4"
"Nrarp","4"
"1700007K13Rik","4"
"Ralgds","4"
"Ier5l","4"
"Ncs1","4"
"Ak1","4"
"Mvb12b","4"
"Pbx3","4"
"Ggta1","4"
"Calcrl","4"
"Mdk","4"
"Cd44","4"
"Prrg4","4"
"Rcn1","4"
"Ano3","4"
"Lpcat4","4"
"Thbs1","4"
"Ckmt1","4"
"Mal","4"
"Slc4a11","4"
"Ism1","4"
"Thbd","4"
"Cd93","4"
"Cst8","4"
"Slc52a3","4"
"1700003F12Rik","4"
"Src","4"
"D630003M21Rik","4"
"R3hdml","4"
"Wfdc3","4"
"Sulf2","4"
"Ppp1r3f","4"
"Glod5","4"
"Cybb","4"
"Timp1","4"
"Elf4","4"
"Mbnl3","4"
"Zfp185","4"
"Flna","4"
"Gm5640","4"
"Pcyt1b","4"
"Eda2r","4"
"Tspan6","4"
"Drp2","4"
"Pak3","4"
"Ubqln2","4"
"Acot9","4"
"Nhs","4"
"Vegfd","4"
"Tmsb4x","4"
"Zc2hc1a","4"
"Fabp4","4"
"Car13","4"
"Zmat3","4"
"Slc7a11","4"
"Setd7","4"
"Tm4sf1","4"
"Lxn","4"
"Schip1","4"
"Arl14","4"
"Fhdc1","4"
"Efna4","4"
"S100a6","4"
"Sprr1a","4"
"S100a11","4"
"Adamtsl4","4"
"Ecm1","4"
"Hist2h2ac","4"
"Prkab2","4"
"Ngf","4"
"Tspan2","4"
"Dennd2c","4"
"Ppm1j","4"
"Fam212b","4"
"Eps8l3","4"
"Psrc1","4"
"Fam102b","4"
"Slc25a24","4"
"Vav3","4"
"Ddit4l","4"
"Tspan5","4"
"Gbp2","4"
"Gm17501","4"
"Adgrl4","4"
"Cyp7a1","4"
"Cdh17","4"
"Npr2","4"
"Glipr2","4"
"Igfbpl1","4"
"Plppr1","4"
"Tmem246","4"
"Fsd1l","4"
"Akap2","4"
"Rnf183","4"
"Orm2","4"
"Whrn","4"
"Wincr1","4"
"Cdkn2a","4"
"Tek","4"
"Calr4","4"
"Cyp4a14","4"
"Cyp4a10","4"
"Tie1","4"
"Mfsd2a","4"
"Eva1b","4"
"Marcksl1","4"
"Tinagl1","4"
"Sfn","4"
"Sh3bgrl3","4"
"Selenon","4"
"Man1c1","4"
"Hspg2","4"
"Sh2d5","4"
"Fblim1","4"
"Acot7","4"
"Fndc10","4"
"Plekhn1","4"
"Steap1","4"
"Kcnh2","4"
"Krtcap3","4"
"Gm1673","4"
"Cd38","4"
"Sod3","4"
"Igfbp7","4"
"Cxcl3","4"
"Cxcl9","4"
"Anxa3","4"
"Spp1","4"
"Oasl2","4"
"Tesc","4"
"Cux2","4"
"Hcar2","4"
"Hspb1","4"
"Cldn15","4"
"Pilrb1","4"
"Adap1","4"
"Chst12","4"
"Cyp3a41a","4"
"Slc7a1","4"
"Cav1","4"
"Gm26809","4"
"Gm13855","4"
"Akr1b8","4"
"Ttc26","4"
"AI854703","4"
"Gimap4","4"
"Gpnmb","4"
"Creb5","4"
"Aqp1","4"
"Vopp1","4"
"Herc3","4"
"Tmsb10","4"
"Hk2","4"
"Nat8f5","4"
"Mitf","4"
"Gxylt2","4"
"Lmcd1","4"
"Gm28809","4"
"Styk1","4"
"Emp1","4"
"Bicd1","4"
"Nat14","4"
"Sult2a1","4"
"Sult2a4","4"
"Sult2a3","4"
"Sult2a6","4"
"Meis3","4"
"Gm9844","4"
"Fbxo17","4"
"Map4k1","4"
"1110035H17Rik","4"
"Atp4a","4"
"Sbsn","4"
"Fxyd5","4"
"Nudt19","4"
"Klk1b27","4"
"Klk1b21","4"
"Klk1b24","4"
"Cpt1c","4"
"Rcn3","4"
"Tead2","4"
"Ntf5","4"
"Bax","4"
"Fam83e","4"
"Saa3","4"
"Saa1","4"
"Saa2","4"
"Ptpn5","4"
"Atp10a","4"
"Rgma","4"
"Gm44686","4"
"Mesp2","4"
"Arnt2","4"
"Ddias","4"
"Tpbgl","4"
"Xrra1","4"
"Plekhb1","4"
"Lrrc51","4"
"Hbb-bs","4"
"Dnhd1","4"
"Galnt18","4"
"Cdr2","4"
"Itgal","4"
"Tnfrsf23","4"
"Mrgpre","4"
"Akap12","4"
"Phactr2","4"
"Ctgf","4"
"Marcks","4"
"Ppil6","4"
"Cd24a","4"
"Hkdc1","4"
"Bicc1","4"
"Adora2a","4"
"C2cd4c","4"
"Arhgap45","4"
"Timp3","4"
"Anks1b","4"
"Elk3","4"
"Gm33782","4"
"Kitl","4"
"AC167229.1","4"
"Gm28592","4"
"Lgr5","4"
"Irak3","4"
"Il23a","4"
"Ctxn1","4"
"Nek5","4"
"Ckap2","4"
"Plat","4"
"Ank1","4"
"Rnf122","4"
"Msr1","4"
"Pdgfrl","4"
"Slc25a4","4"
"Apela","4"
"Slc18a1","4"
"Homer3","4"
"Klhl26","4"
"Slc27a1","4"
"Unc13a","4"
"Gm9725","4"
"Inpp4b","4"
"Gm45425","4"
"Snx20","4"
"Rrad","4"
"Fhod1","4"
"Dpep2","4"
"Slc7a6","4"
"Il34","4"
"Gm15895","4"
"Gm42047","4"
"Cbfa2t3","4"
"Map10","4"
"Trdv4","4"
"Trdc","4"
"Rem2","4"
"Ltb4r2","4"
"Atp8a2","4"
"Gm27010","4"
"Trim35","4"
"Stc1","4"
"Pdlim2","4"
"Bora","4"
"Gm26778","4"
"Mmp7","4"
"Col5a3","4"
"1810064F22Rik","4"
"St14","4"
"Robo3","4"
"C030014I23Rik","4"
"Slc35f2","4"
"Tnfaip8l3","4"
"Tspan3","4"
"4930461G14Rik","4"
"Pkm","4"
"Myo9a","4"
"Anxa2","4"
"Prtg","4"
"Mapkapk3","4"
"Gm37401","4"
"Nradd","4"
"Cx3cr1","4"
"Rasl10a","4"
"Npc1l1","4"
"Ramp3","4"
"Igfbp3","4"
"Grb10","4"
"Meis1","4"
"Stc2","4"
"Stk10","4"
"Ccng1","4"
"Sept8","4"
"P4ha2","4"
"Adora2b","4"
"Chrnb1","4"
"Cldn7","4"
"Rasl10b","4"
"Ccl5","4"
"Hoxb7","4"
"Hap1","4"
"Cntnap1","4"
"Etv4","4"
"Plcd3","4"
"Arhgap27","4"
"Arhgap27os1","4"
"Ace","4"
"Axin2","4"
"Dnah17","4"
"Gm35190","4"
"Hist1h2an","4"
"Hist1h3c","4"
"Sox4","4"
"Mboat1","4"
"Tubb2b","4"
"Gm47150","4"
"Ptpdc1","4"
"Tspan17","4"
"Ntrk2","4"
"Ctla2a","4"
"Zfp458","4"
"Ssbp2","4"
"Tmem171","4"
"Plk2","4"
"Pqlc3","4"
"Prkar2b","4"
"Gdap10","4"
"Tspan13","4"
"Gm4756","4"
"Rab15","4"
"Arg2","4"
"Acot1","4"
"Dglucy","4"
"Serpina3g","4"
"Mok","4"
"Ckb","4"
"Ahnak2","4"
"Egflam","4"
"Fam83a","4"
"Wisp1","4"
"C1qtnf6","4"
"Cyth4","4"
"Syngr1","4"
"Cyp2d12","4"
"Gtse1","4"
"Tuba1a","4"
"Cers5","4"
"Krt4","4"
"Krt79","4"
"Krt8","4"
"Igfbp6","4"
"Map3k12","4"
"Zfp174","4"
"Glis2","4"
"AU021092","4"
"Snn","4"
"Prodh","4"
"Rtl10","4"
"Tbx1","4"
"P3h2","4"
"Gm609","4"
"BC016579","4"
"Filip1l","4"
"Dcbld2","4"
"Urb1","4"
"Airn","4"
"Zfp960","4"
"Itpr3","4"
"AC127341.5","4"
"Scube3","4"
"Trp53cor1","4"
"Cdkn1a","4"
"Angptl4","4"
"H2-Ab1","4"
"H2-Aa","4"
"H2-Eb1","4"
"Gpsm3","4"
"Cyp21a1","4"
"Gm20547","4"
"Ltb","4"
"Tnf","4"
"Gm20442","4"
"Ubd","4"
"Rcan2","4"
"Rab31","4"
"Ehd3","4"
"Rasgrp3","4"
"Gm26637","4"
"Gm15328","4"
"Nrep","4"
"Pcdhgc3","4"
"Ccdc112","4"
"Sema6a","4"
"Smim3","4"
"Cd74","4"
"Gm9949","4"
"Rab27b","4"
"Me2","4"
"Tbx10","4"
"Carns1","4"
"Clcf1","4"
"Fosl1","4"
"Ltbp3","4"
"Ahnak","4"
"Best1","4"
"Ms4a4d","4"
"Dmrt2","4"
"Lipn","4"
"Myof","4"
"Ina","4"
"Add3","4"
"Lypla1","5"
"Tcea1","5"
"Atp6v1h","5"
"Rrs1","5"
"Sgk3","5"
"Snhg6","5"
"Ppp1r42","5"
"Cops5","5"
"Tram1","5"
"Terf1","5"
"Stau2","5"
"Ube2w","5"
"Eloc","5"
"Pkhd1","5"
"Tmem14a","5"
"Ogfrl1","5"
"Smap1","5"
"Fam135a","5"
"Lmbrd1","5"
"Phf3","5"
"Bag2","5"
"Zfp451","5"
"Ccdc115","5"
"Imp4","5"
"Plekhb2","5"
"Lman2l","5"
"Actr1b","5"
"Unc50","5"
"Lipt1","5"
"Mitd1","5"
"Npas2","5"
"Cnot11","5"
"Rnf149","5"
"Map4k4","5"
"AI597479","5"
"Uxs1","5"
"Tpp2","5"
"Tex30","5"
"Kdelc1","5"
"Bivm","5"
"Wdr75","5"
"Slc40a1","5"
"Slc39a10","5"
"Myo1b","5"
"Gls","5"
"Mfsd6","5"
"Inpp1","5"
"Hibch","5"
"Pms1","5"
"Osgepl1","5"
"Asnsd1","5"
"Stk17b","5"
"Gtf3c3","5"
"Sf3b1","5"
"Hspd1","5"
"Mob4","5"
"Mars2","5"
"1700066M21Rik","5"
"Spats2l","5"
"Kctd18","5"
"Bzw1","5"
"Nif3l1","5"
"Orc2","5"
"Casp8","5"
"Stradb","5"
"Tmem237","5"
"Nop58","5"
"Wdr12","5"
"Nbeal1","5"
"Cyp20a1","5"
"Ndufs1","5"
"Eef1b2","5"
"Fastkd2","5"
"Creb1","5"
"Mettl21a","5"
"Idh1","5"
"Rpe","5"
"Acadl","5"
"Atic","5"
"Apol7d","5"
"Gm28818","5"
"Mreg","5"
"Pecr","5"
"Xrcc5","5"
"Arpc2","5"
"Aamp","5"
"Tmbim1","5"
"Usp37","5"
"Cnot9","5"
"Bcs1l","5"
"Rnf25","5"
"Cnppd1","5"
"Retreg2","5"
"Zfand2b","5"
"Ankzf1","5"
"Stk16","5"
"Tuba4a","5"
"Dnajb2","5"
"Dnpep","5"
"Gmppa","5"
"Chpf","5"
"Obsl1","5"
"Farsb","5"
"Wdfy1","5"
"Rhbdd1","5"
"Mff","5"
"Pid1","5"
"Itm2c","5"
"Gpr55","5"
"2810459M11Rik","5"
"Psmd1","5"
"Ncl","5"
"Ptma","5"
"Pde6d","5"
"Cops7b","5"
"Dis3l2","5"
"Eif4e2","5"
"Neu2","5"
"Ugt1a10","5"
"Ugt1a6b","5"
"Ugt1a1","5"
"Spp2","5"
"Agap1","5"
"Cops8","5"
"Rab17","5"
"Lrrfip1","5"
"Ube2f","5"
"Scly","5"
"Ilkap","5"
"Hes6","5"
"Traf3ip1","5"
"Asb1","5"
"Ndufa10","5"
"Gpc1","5"
"Dusp28","5"
"Rnpepl1","5"
"Capn10","5"
"Sned1","5"
"Mterf4","5"
"Ppp1r7","5"
"Ano7","5"
"Hdlbp","5"
"Sept2","5"
"Stk25","5"
"Thap4","5"
"Atg4b","5"
"Ing5","5"
"Fam174a","5"
"D1Ertd622e","5"
"Gin1","5"
"Kdsr","5"
"Vps4b","5"
"Tsn","5"
"Nifk","5"
"Inhbb","5"
"Ralb","5"
"Tmem185b","5"
"Ptpn4","5"
"Tmem177","5"
"Steap3","5"
"Ccdc93","5"
"Ddx18","5"
"Actr3","5"
"Slc35f5","5"
"Gpr39","5"
"Rab3gap1","5"
"Ubxn4","5"
"Dars","5"
"C4bp","5"
"Dyrk3","5"
"Eif2d","5"
"Pm20d1","5"
"Slc41a1","5"
"Rab29","5"
"Cdk18","5"
"Dstyk","5"
"Mdm4","5"
"Golt1a","5"
"Zc3h11a","5"
"Zc3h11a.1","5"
"Adora1","5"
"Tmem183a","5"
"Cyb5r1","5"
"Adipor1","5"
"Rabif","5"
"Rnpep","5"
"Timm17a","5"
"Csrp1","5"
"Tmem9","5"
"Ddx59","5"
"Gm19705","5"
"Platr22","5"
"Nek7","5"
"F13b","5"
"BC003331","5"
"Tpr","5"
"Prg4","5"
"Gm10138","5"
"Ivns1abp","5"
"Swt1","5"
"Trmt1l","5"
"Rnf2","5"
"Fam129a","5"
"Edem3","5"
"Arpc5","5"
"Dhx9","5"
"Acbd6","5"
"Tor1aip1","5"
"Tor1aip2","5"
"Abl2","5"
"Tor3a","5"
"Ralgps2","5"
"Cryzl2","5"
"4930523C07Rik","5"
"Rabgap1l","5"
"Zbtb37","5"
"Dars2","5"
"Cenpl","5"
"Prdx6","5"
"Suco","5"
"Pigc","5"
"Vamp4","5"
"Fmo4","5"
"Gorab","5"
"Kifap3","5"
"Scyl3","5"
"Mettl18","5"
"Gm16587","5"
"Ccdc181","5"
"Blzf1","5"
"Nme7","5"
"Gm32391","5"
"Sft2d2","5"
"Tiprl","5"
"Dcaf6","5"
"Mpzl1","5"
"Tada1","5"
"Pogk","5"
"Uck2","5"
"Aldh9a1","5"
"Uap1","5"
"Atf6","5"
"Dusp12","5"
"Gm26620","5"
"Fcgr2b","5"
"Fcgr4","5"
"Cfap126","5"
"Sdhc","5"
"Tomm40l","5"
"Ndufs2","5"
"B4galt3","5"
"Ppox","5"
"Usp21","5"
"Ufc1","5"
"Dedd","5"
"Nit1","5"
"F11r","5"
"Alyref2","5"
"Vangl2","5"
"Ncstn","5"
"Pex19","5"
"Pea15a","5"
"Igsf8","5"
"Atp1a2","5"
"Pigm","5"
"Tagln2","5"
"Dusp23","5"
"Crp","5"
"Aim2","5"
"Cep170","5"
"Gm26801","5"
"Adss","5"
"Desi2","5"
"Smyd3","5"
"Tfb2m","5"
"Sccpdh","5"
"Gm31728","5"
"Parp1","5"
"Lin9","5"
"H3f3a","5"
"Pycr2","5"
"Nvl","5"
"Cnih4","5"
"Lbr","5"
"Srp9","5"
"Degs1","5"
"Fbxo28","5"
"Capn2","5"
"Aida","5"
"Mia3","5"
"Taf1a","5"
"1700056E22Rik","5"
"Marc1","5"
"Marc2","5"
"Mark1","5"
"Bpnt1","5"
"Eprs","5"
"Gpatch2","5"
"Smyd2","5"
"Tatdn3","5"
"D730003I15Rik","5"
"Tmem206","5"
"Traf5","5"
"Rcor3","5"
"Irf6","5"
"A130010J15Rik","5"
"Lamb3","5"
"Cr1l","5"
"Nmt2","5"
"Dclre1c","5"
"Suv39h2","5"
"Hspa14","5"
"Prpf18","5"
"Bend7","5"
"Sephs1","5"
"Optn","5"
"Cdc123","5"
"Nudt5","5"
"Sec61a2","5"
"Proser2","5"
"Taf3","5"
"Kin","5"
"Rbm17","5"
"Il15ra","5"
"Fbxo18","5"
"Ankrd16","5"
"Mindy3","5"
"Pter","5"
"Rsu1","5"
"Trdmt1","5"
"Stam","5"
"Nsun6","5"
"Dnajc1","5"
"Bmi1","5"
"Msrb2","5"
"Otud1","5"
"Gm13375","5"
"Thnsl1","5"
"Abi1","5"
"Yme1l1","5"
"Spopl","5"
"Hnmt","5"
"Il1rn","5"
"Zmynd19","5"
"Dph7","5"
"Nsmf","5"
"Entpd8","5"
"Tor4a","5"
"Nelfb","5"
"Tubb4b","5"
"Ndor1","5"
"Tmem203","5"
"Dpp7","5"
"Uap1l1","5"
"Npdc1","5"
"Paxx","5"
"Fbxw5","5"
"Traf2","5"
"Edf1","5"
"Phpt1","5"
"Rabl6","5"
"Ubac1","5"
"Nacc2","5"
"Qsox2","5"
"Dnlz","5"
"Sdccag3","5"
"Pmpca","5"
"Egfl7","5"
"Snhg7os","5"
"Surf6","5"
"Med22","5"
"Surf1","5"
"Surf2","5"
"Surf4","5"
"Rexo4","5"
"Cacfd1","5"
"Brd3","5"
"Wdr5","5"
"Gtf3c5","5"
"Ddx31","5"
"Ttf1","5"
"Med27","5"
"Trub2","5"
"Coq4","5"
"Slc27a4","5"
"Urm1","5"
"Odf2","5"
"Gle1","5"
"Wdr34","5"
"Set","5"
"Zdhhc12","5"
"Endog","5"
"Spout1","5"
"Kyat1","5"
"Phyhd1","5"
"Dolk","5"
"Nup188","5"
"Sh3glb2","5"
"Dolpp1","5"
"Crat","5"
"Ptpa","5"
"Ntmt1","5"
"Asb6","5"
"Tor1b","5"
"Tor1a","5"
"BC005624","5"
"Usp20","5"
"Gpr107","5"
"Hmcn2","5"
"Exosc2","5"
"Pomt1","5"
"Uck1","5"
"Ciz1","5"
"Ptges2","5"
"Dpm2","5"
"St6galnac4","5"
"St6galnac6","5"
"Sh2d3c","5"
"Tor2a","5"
"Ptrh1","5"
"Slc2a8","5"
"Mapkap1","5"
"Hspa5","5"
"Rabepk","5"
"Fbxw2","5"
"Gm34653","5"
"Psmd5","5"
"AI182371","5"
"Cntrl","5"
"Rab14","5"
"Rbm18","5"
"Pdcl","5"
"Zbtb6","5"
"Rabgap1","5"
"Strbp","5"
"Nek6","5"
"Psmb7","5"
"Arpc5l","5"
"Golga1","5"
"Scai","5"
"Ppp6c","5"
"Acvr2a","5"
"Orc4","5"
"Epc2","5"
"Mmadhc","5"
"Rbm43","5"
"Tnfaip6","5"
"Stam2","5"
"Prpf40a","5"
"Arl6ip6","5"
"Gpd2","5"
"Acvr1","5"
"Wdsub1","5"
"Psmd14","5"
"Ifih1","5"
"Gca","5"
"Grb14","5"
"Gm13594","5"
"Ttc21b","5"
"Dhrs9","5"
"Bbs5","5"
"Fastkd1","5"
"Ppig","5"
"Ccdc173","5"
"Phospho2","5"
"Ssb","5"
"Gorasp2","5"
"Mettl8","5"
"Dcaf17","5"
"Dync1i2","5"
"Slc25a12","5"
"Hat1","5"
"Metap1d","5"
"Pdk1","5"
"Rapgef4","5"
"Map3k20","5"
"Ola1","5"
"Cir1","5"
"Scrn3","5"
"Gpr155","5"
"Atf2","5"
"Lnpk","5"
"Hnrnpa3","5"
"Rbm45","5"
"Zfp385b","5"
"Cwc22","5"
"Ube2e3","5"
"Dnajc10","5"
"Nup35","5"
"Zc3h15","5"
"Tmx2","5"
"Med19","5"
"Clp1","5"
"Ypel4","5"
"Gm19426","5"
"Ube2l6","5"
"Timm10","5"
"Slc43a1","5"
"Ssrp1","5"
"Nup160","5"
"Kbtbd4","5"
"Psmc3","5"
"Slc39a13","5"
"Nr1h3","5"
"Acp2","5"
"Ddb2","5"
"Pacsin3","5"
"Arfgap2","5"
"Ckap5","5"
"F2","5"
"Arhgap1","5"
"Atg13","5"
"Harbi1","5"
"Pex16","5"
"Slc35c1","5"
"Cd82","5"
"Ext2","5"
"Alkbh3","5"
"Hsd17b12","5"
"Api5","5"
"B230118H07Rik","5"
"Traf6","5"
"Commd9","5"
"Pdhx","5"
"Fbxo3","5"
"Cd59a","5"
"Cstf3","5"
"Depdc7","5"
"Eif3m","5"
"Elp4","5"
"Immp1l","5"
"Mpped2","5"
"Arl14ep","5"
"Mettl15","5"
"Lin7c","5"
"Fibin","5"
"Nop10","5"
"Slc12a6","5"
"Emc4","5"
"Katnbl1","5"
"Emc7","5"
"Aven","5"
"Zfp770","5"
"Dph6","5"
"BC052040","5"
"2700033N17Rik","5"
"Fam98b","5"
"Srp14","5"
"Ivd","5"
"Chst14","5"
"Ccdc32","5"
"Rmdn3","5"
"Dnajc17","5"
"Zfyve19","5"
"Chac1","5"
"Chp1","5"
"1700020I14Rik","5"
"Ndufaf1","5"
"Rtf1","5"
"Itpka","5"
"Tyro3","5"
"Jmjd7","5"
"Ehd4","5"
"Snap23","5"
"Lrrc57","5"
"Tmem62","5"
"Ccndbp1","5"
