"","Combined_Module"
"Lcmt2","5"
"Adal","5"
"Zscan29","5"
"Tubgcp4","5"
"Catsper2","5"
"Pdia3","5"
"Ell3","5"
"Serf2","5"
"Mfap1b","5"
"Mfap1a","5"
"Casc4","5"
"Eif3j1","5"
"B2m","5"
"Bloc1s6","5"
"Myef2","5"
"Dut","5"
"Shc4","5"
"Eid1","5"
"Secisbp2l","5"
"Cops2","5"
"Galk2","5"
"Slc27a2","5"
"Gabpb1","5"
"Usp8","5"
"Sppl2a","5"
"Ciao1","5"
"Stard7","5"
"Fahd2a","5"
"Prom2","5"
"Nphp1","5"
"1500011K16Rik","5"
"Bcl2l11","5"
"Zc3h8","5"
"Gm10762","5"
"Ttl","5"
"Chchd5","5"
"Stk35","5"
"Snrpb","5"
"Nop56","5"
"Idh3b","5"
"Pced1a","5"
"Vps16","5"
"Ptpra","5"
"Ubox5","5"
"Ddrgk1","5"
"Itpa","5"
"4930402H24Rik","5"
"1700037H04Rik","5"
"Ap5s1","5"
"Mavs","5"
"Pank2","5"
"Smox","5"
"Prnp","5"
"Tmem230","5"
"Pcna","5"
"Cds2","5"
"1110034G24Rik","5"
"Trmt6","5"
"Crls1","5"
"Hao1","5"
"Mkks","5"
"Tasp1","5"
"Esf1","5"
"Kif16b","5"
"Snrpb2","5"
"Dstn","5"
"Snx5","5"
"Mgme1","5"
"Rbbp9","5"
"Sec23b","5"
"Dtd1","5"
"Slc24a3","5"
"Rin2","5"
"Naa20","5"
"Crnkl1","5"
"Kiz","5"
"Xrn2","5"
"Foxa2","5"
"Nxt1","5"
"Gzf1","5"
"Zfp120","5"
"Zfp937","5"
"Apmap","5"
"Entpd6","5"
"Abhd12","5"
"Nsfl1c","5"
"Fkbp1a","5"
"Psmf1","5"
"Fam110a","5"
"Rbck1","5"
"Trib3","5"
"H13","5"
"Id1","5"
"Pdrg1","5"
"Pofut1","5"
"Commd7","5"
"Mapre1","5"
"Snta1","5"
"Cbfa2t2","5"
"E2f1","5"
"Pxmp4","5"
"Zfp341","5"
"Chmp4b","5"
"Raly","5"
"Eif2s2","5"
"Ahcy","5"
"Map1lc3a","5"
"Pigu","5"
"Gss","5"
"Trpc4ap","5"
"Edem2","5"
"BC029722","5"
"Eif6","5"
"Uqcc1","5"
"6430550D23Rik","5"
"Ergic3","5"
"Cpne1","5"
"Nfs1","5"
"Rbm39","5"
"Phf20","5"
"Scand1","5"
"Aar2","5"
"Dlgap4","5"
"1110008F13Rik","5"
"Ndrg3","5"
"Samhd1","5"
"Rbl1","5"
"Rpn2","5"
"Manbal","5"
"Blcap","5"
"Ctnnbl1","5"
"Rprd1b","5"
"Dhx35","5"
"Top1","5"
"Lpin3","5"
"Srsf6","5"
"Sgk2","5"
"Ift52","5"
"Gm11454","5"
"Tox2","5"
"Oser1","5"
"Fitm2","5"
"Ttpal","5"
"Serinc3","5"
"Ywhab","5"
"Tomm34","5"
"Stk4","5"
"Sys1","5"
"Dbndd2","5"
"Pigt","5"
"Dnttip1","5"
"Snx21","5"
"Acot8","5"
"Zswim1","5"
"Neurl2","5"
"Ctsa","5"
"Zfp335","5"
"Ncoa5","5"
"Cd40","5"
"Slc35c2","5"
"Elmo2","5"
"Trp53rka","5"
"Trp53rkb","5"
"Cse1l","5"
"Stau1","5"
"Ddx27","5"
"Slc9a8","5"
"Spata2","5"
"Rnf114","5"
"Snai1","5"
"Ube2v1","5"
"Cebpb","5"
"1200007C13Rik","5"
"Ptpn1","5"
"Pard6b","5"
"Adnp","5"
"Mocs3","5"
"Zfp64","5"
"Fam210b","5"
"Cstf1","5"
"Rtf2","5"
"Rae1","5"
"Rbm38","5"
"Rab22a","5"
"Vapb","5"
"Npepl1","5"
"Gnas","5"
"Gm20721","5"
"Nelfcd","5"
"Ctsz","5"
"Prelid3b","5"
"Gm4724","5"
"Gm14305","5"
"Gm14295","5"
"Gm14419","5"
"Gm14410","5"
"Gm14325","5"
"Zfp972","5"
"Gm14326","5"
"Zfp931","5"
"Psma7","5"
"Mtg2","5"
"Osbpl2","5"
"Adrm1","5"
"Mrgbp","5"
"Ogfr","5"
"Gid8","5"
"Slc17a9","5"
"Arfgap1","5"
"Ppdpf","5"
"Arfrp1","5"
"Zgpat","5"
"Tpd52l2","5"
"Dnajc5","5"
"Uckl1","5"
"Prpf6","5"
"Rgs19","5"
"Pcmtd2","5"
"Polr3k","5"
"Ccdc22","5"
"Prickle3","5"
"Plp2","5"
"Magix","5"
"Gpkow","5"
"Wdr45","5"
"Praf2","5"
"Tfe3","5"
"Gripap1","5"
"Otud5","5"
"Pim2","5"
"Slc35a2","5"
"Pqbp1","5"
"Timm17b","5"
"Hdac6","5"
"Rbm3","5"
"Tbc1d25","5"
"Porcn","5"
"Ftsj1","5"
"Xk","5"
"Dynlt3","5"
"Sytl5","5"
"Tspan7","5"
"Mid1ip1","5"
"Atp6ap2","5"
"1810030O07Rik","5"
"Med14","5"
"Maoa","5"
"Fundc1","5"
"Slc9a7","5"
"Rp2","5"
"Cdk16","5"
"Araf","5"
"Zfp182","5"
"Klhl13","5"
"Wdr44","5"
"Il13ra1","5"
"Zcchc12","5"
"Slc25a5","5"
"C330007P06Rik","5"
"Ube2a","5"
"Sept6","5"
"Upf3b","5"
"Nkap","5"
"Rnf113a1","5"
"Zbtb33","5"
"Lamp2","5"
"Cul4b","5"
"C1galt1c1","5"
"Zdhhc9","5"
"Utp14a","5"
"Aifm1","5"
"Slc25a14","5"
"Rbmx2","5"
"Gpc4","5"
"Gm14582","5"
"Phf6","5"
"Hprt","5"
"Mospd1","5"
"Rtl8a","5"
"Rtl8b","5"
"Mmgt1","5"
"Slc9a6","5"
"Htatsf1","5"
"Rbmx","5"
"Tmem185a","5"
"Mtm1","5"
"Cd99l2","5"
"Hmgb3","5"
"Vma21","5"
"F8a","5"
"Pnck","5"
"Bcap31","5"
"Idh3g","5"
"Ssr4","5"
"Mecp2","5"
"Emd","5"
"Dnase1l1","5"
"Taz","5"
"Atp6ap1","5"
"Gdi1","5"
"Fam50a","5"
"Lage3","5"
"Ubl4a","5"
"Slc10a3","5"
"Fam3a","5"
"Dkc1","5"
"Mpp1","5"
"Cmc4","5"
"Brcc3","5"
"Vbp1","5"
"Rab39b","5"
"Tbl1x","5"
"Prkx","5"
"Dmd","5"
"Gk","5"
"Pola1","5"
"Zfx","5"
"Eif2s3x","5"
"Klhl15","5"
"Maged1","5"
"Gspt2","5"
"Zxdb","5"
"Amer1","5"
"Las1l","5"
"Yipf6","5"
"Efnb1","5"
"Pja1","5"
"Igbp1","5"
"Pdzd11","5"
"Snx12","5"
"Gjb1","5"
"Zmym3","5"
"Nono","5"
"Hdac8","5"
"Ftx","5"
"Abcb7","5"
"Uprt","5"
"Pbdc1","5"
"Magt1","5"
"Pgk1","5"
"Taf9b","5"
"2610002M06Rik","5"
"Gm379","5"
"Hmgn5","5"
"Sh3bgrl","5"
"Gm14936","5"
"Chm","5"
"Cstf2","5"
"Trmt2b","5"
"Gla","5"
"Hnrnph2","5"
"Armcx3","5"
"Gprasp1","5"
"Bhlhb9","5"
"Bex2","5"
"Tceal9","5"
"Morf4l2","5"
"Serpina7","5"
"Tbc1d8b","5"
"Cldn2","5"
"Morc4","5"
"Prps1","5"
"Mid2","5"
"Nxt2","5"
"Tmem164","5"
"Alg13","5"
"Apex2","5"
"Alas2","5"
"Pfkfb1","5"
"Maged2","5"
"Gnl3l","5"
"Tsr2","5"
"A230072E10Rik","5"
"Fam120c","5"
"Phf8","5"
"Huwe1","5"
"Ribc1","5"
"Smc1a","5"
"Tspyl2","5"
"Mageh1","5"
"Sat1","5"
"Prdx4","5"
"Sms","5"
"Eif1ax","5"
"Bclaf3","5"
"Pdha1","5"
"Rbbp7","5"
"Txlng","5"
"Syap1","5"
"Ctps2","5"
"S100g","5"
"Zrsr2","5"
"Car5b","5"
"Pir","5"
"Piga","5"
"Asb11","5"
"Mospd2","5"
"Gemin8","5"
"Ofd1","5"
"Trappc2","5"
"Prps2","5"
"Msl3","5"
"Gm15261","5"
"Hccs","5"
"Hnf4g","5"
"Pex2","5"
"Gm8797","5"
"Tpd52","5"
"Impa1","5"
"Zfand1","5"
"Chmp4c","5"
"Snx16","5"
"Lrrcc1","5"
"E2f5","5"
"Ythdf3","5"
"Armc1","5"
"Mtfr1","5"
"4632415L05Rik","5"
"Hps3","5"
"Hltf","5"
"Gyg","5"
"Nceh1","5"
"Tmem212","5"
"Mynn","5"
"Sec62","5"
"Skil","5"
"Zfp639","5"
"Actl6a","5"
"Ttc14","5"
"Fxr1","5"
"Dcun1d1","5"
"Mccc1","5"
"Acad9","5"
"Anxa5","5"
"Bbs7","5"
"Bbs12","5"
"Nudt6","5"
"Spata5","5"
"Gm5148","5"
"Ankrd50","5"
"Intu","5"
"Hspa4l","5"
"Mfsd8","5"
"Abhd18","5"
"Pgrmc2","5"
"Sclt1","5"
"D3Ertd751e","5"
"Elf2","5"
"Rab33b","5"
"Cog6","5"
"Nhlrc3","5"
"Ufm1","5"
"Supt20","5"
"Alg5","5"
"Rfxap","5"
"Spg20","5"
"Nbea","5"
"Wwtr1","5"
"Rnf13","5"
"Pfn2","5"
"Serp1","5"
"Eif2a","5"
"Selenot","5"
"Siah2","5"
"Rap2b","5"
"Dhx36","5"
"E130311K13Rik","5"
"Slc33a1","5"
"Gm26850","5"
"Gmps","5"
"Vmn2r3","5"
"Ssr3","5"
"Rsrc1","5"
"Gfm1","5"
"Mfsd1","5"
"Smc4","5"
"Ppm1l","5"
"Nmd3","5"
"Pdcd10","5"
"Golim4","5"
"6430573P05Rik","5"
"Ppid","5"
"Etfdh","5"
"Tmem144","5"
"Pdgfc","5"
"Ctso","5"
"Plrg1","5"
"Arfip1","5"
"Gatb","5"
"Glt28d2","5"
"Cd1d1","5"
"Prcc","5"
"Hdgf","5"
"Rrnad1","5"
"Gpatch4","5"
"Mef2d","5"
"1700113A16Rik","5"
"Rhbg","5"
"Cct3","5"
"Glmp","5"
"Smg5","5"
"Slc25a44","5"
"Lmna","5"
"Ubqln4","5"
"Ssr2","5"
"Arhgef2","5"
"Rit1","5"
"Msto1","5"
"Dap3","5"
"Rusc1","5"
"Pklr","5"
"Scamp3","5"
"Gba","5"
"Mtx1","5"
"Trim46","5"
"Krtcap2","5"
"Dpm3","5"
"Adam15","5"
"Dcst2","5"
"Zbtb7b","5"
"Gm15417","5"
"Flad1","5"
"Cks1b","5"
"Shc1","5"
"Pygo2","5"
"4632404H12Rik","5"
"Hax1","5"
"4933434E20Rik","5"
"Tpm3","5"
"Rab13","5"
"Jtb","5"
"Slc39a1","5"
"Crtc2","5"
"Gatad2b","5"
"Ints3","5"
"Ilf2","5"
"Snapin","5"
"Chtop","5"
"S100a16","5"
"Lor","5"
"Them4","5"
"C2cd4d","5"
"Rorc","5"
"Tdrkh","5"
"Psmb4","5"
"Psmd4","5"
"Vps72","5"
"Scnm1","5"
"Lysmd1","5"
"Gm16740","5"
"Mllt11","5"
"Cdc42se1","5"
"Prune1","5"
"Mindy1","5"
"6330562C20Rik","5"
"Cers2","5"
"Golph3l","5"
"Ensa","5"
"Tars2","5"
"Prpf3","5"
"Aph1a","5"
"Anp32e","5"
"Vps45","5"
"Sf3b4","5"
"Hfe2","5"
"Polr3gl","5"
"Lix1l","5"
"Rbm8a","5"
"Pias3","5"
"Polr3c","5"
"Rnf115","5"
"Pdzk1","5"
"Gpr89","5"
"Acp6","5"
"Bcl9","5"
"Chd1l","5"
"Fmo5","5"
"Sec22b","5"
"Hmgcs2","5"
"Phgdh","5"
"Zfp697","5"
"Wars2","5"
"Wdr3","5"
"Gdap2","5"
"Slc22a15","5"
"Sike1","5"
"Nras","5"
"Atg4a-ps","5"
"Dclre1b","5"
"Ap4b1","5"
"Phtf1","5"
"Rhoc","5"
"Capza1","5"
"St7l","5"
"Ddx20","5"
"Rap1a","5"
"Wdr77","5"
"Dennd2d","5"
"Cept1","5"
"Dram2","5"
"Lrif1","5"
"4933431E20Rik","5"
"Gstm7","5"
"Gm12500","5"
"Gnat2","5"
"Gnai3","5"
"Amigo1","5"
"Psma5","5"
"Celsr2","5"
"Sars","5"
"Tmem167b","5"
"Taf13","5"
"Clcc1","5"
"Gpsm2","5"
"Stxbp3","5"
"Prpf38b","5"
"Prmt6","5"
"C130013H08Rik","5"
"Amy1","5"
"Rnpc3","5"
"S1pr1","5"
"Dph5","5"
"Slc30a7","5"
"Extl2","5"
"Vcam1","5"
"Rtca","5"
"Trmt13","5"
"Mfsd14a","5"
"Frrs1","5"
"Palmd","5"
"Snx7","5"
"Tmem56","5"
"Alg14","5"
"Cnn3","5"
"Slc44a3","5"
"F3","5"
"Abcd3","5"
"Gclm","5"
"Dnttip2","5"
"Bcar3","5"
"Fnbp1l","5"
"Fabp2","5"
"Sec24d","5"
"Mettl14","5"
"Larp7","5"
"Tifa","5"
"Ap1ar","5"
"Enpep","5"
"Gar1","5"
"Cfi","5"
"Pla2g12a","5"
"Casp6","5"
"Ostc","5"
"Hadh","5"
"Sgms2","5"
"Papss1","5"
"Gimd1","5"
"Aimp1","5"
"Gstcd","5"
"Ints12","5"
"Bdh2","5"
"Ube2d3","5"
"Manba","5"
"Slc39a8","5"
"Ppp3ca","5"
"Dnajb14","5"
"Lamtor3","5"
"Dapp1","5"
"Trmt10a","5"
"Adh1","5"
"Adh4","5"
"Metap1","5"
"Eif4e","5"
"Rap1gds1","5"
"Pdlim5","5"
"Gtf2b","5"
"Lmo4","5"
"Selenof","5"
"Sh3glb1","5"
"Odf2l","5"
"Znhit6","5"
"Ddah1","5"
"Bcl10","5"
"2410004B18Rik","5"
"Ssx2ip","5"
"Ctbs","5"
"Gng5","5"
"Rpf1","5"
"Dnase2b","5"
"Dnajb4","5"
"Fubp1","5"
"Miga1","5"
"Usp33","5"
"Zzz3","5"
"Pigk","5"
"Rabggtb","5"
"Acadm","5"
"Tyw3","5"
"Cryz","5"
"Fpgt","5"
"Zranb2","5"
"Cth","5"
"Srsf11","5"
"Lrrc40","5"
"Wls","5"
"Tmem68","5"
"Lyn","5"
"Gm11808","5"
"Ubxn2b","5"
"Sdcbp","5"
"Nsmaf","5"
"Rab2a","5"
"2610301B20Rik","5"
"Plekhf2","5"
"Ints8","5"
"Virma","5"
"Pdp1","5"
"Otud6b","5"
"Tmem55a","5"
"Decr1","5"
"Nbn","5"
"Cpne3","5"
"Atp6v0d2","5"
"Ggh","5"
"Ccnc","5"
"Fbxl4","5"
"Ufl1","5"
"Manea","5"
"Bach2","5"
"Bach2os","5"
"Ube2j1","5"
"Pm20d2","5"
"Pnrc1","5"
"Rngtt","5"
"Orc3","5"
"Rars2","5"
"Slc35a1","5"
"Zfp292","5"
"3110043O21Rik","5"
"Aco1","5"
"Ddx58","5"
"Topors","5"
"Aptx","5"
"Dnaja1","5"
"Smu1","5"
"Chmp5","5"
"Ube2r2","5"
"Dcaf12","5"
"Ubap1","5"
"Fam219a","5"
"Il11ra1","5"
"Rpp25l","5"
"Ccl27a","5"
"Dnajb5","5"
"Vcp","5"
"Fam214b","5"
"Rusc2","5"
"Ccdc107","5"
"Creb3","5"
"Gne","5"
"Grhpr","5"
"Zbtb5","5"
"1700055D18Rik","5"
"Polr1e","5"
"Tomm5","5"
"Trmt10b","5"
"Slc25a51","5"
"Tstd2","5"
"Ncbp1","5"
"Xpa","5"
"Trmo","5"
"Anp32b","5"
"Nans","5"
"Trim14","5"
"Galnt12","5"
"Alg2","5"
"Sec61b","5"
"Stx17","5"
"Erp44","5"
"Tex10","5"
"Msantd3","5"
"Aldob","5"
"Rnf20","5"
"Nipsnap3b","5"
"Fktn","5"
"Tmem38b","5"
"Rad23b","5"
"Klf4","5"
"Ikbkap","5"
"Fam206a","5"
"Ctnnal1","5"
"Epb41l4b","5"
"D630039A03Rik","5"
"Txn1","5"
"Ptbp3","5"
"Hsdl2","5"
"E130308A19Rik","5"
"Inip","5"
"Mup21","5"
"Zfp37","5"
"Slc31a2","5"
"Slc31a1","5"
"Alad","5"
"Ambp","5"
"Col27a1","5"
"Tmem268","5"
"Trim32","5"
"Cdk5rap2","5"
"Kdm4c","5"
"Lurap1l","5"
"Ttc39b","5"
"Snapc3","5"
"Psip1","5"
"Cntln","5"
"Rraga","5"
"Haus6","5"
"Plin2","5"
"Dennd4c","5"
"Klhl9","5"
"Mtap","5"
"Cdkn2b","5"
"Tusc1","5"
"Caap1","5"
"Plaa","5"
"Ift74","5"
"Fggy","5"
"Cyp2j6","5"
"Usp1","5"
"Angptl3","5"
"Atg4c","5"
"Alg6","5"
"Itgb3bp","5"
"Pgm2","5"
"Jak1","5"
"E130102H24Rik","5"
"Leprot","5"
"Lepr","5"
"Wdr78","5"
"Mier1","5"
"Oma1","5"
"Plpp3","5"
"Pars2","5"
"Ttc4","5"
"Acot11","5"
"Cyb5rl","5"
"Tceanc2","5"
"Tmem59","5"
"Lrrc42","5"
"Yipf1","5"
"Ndc1","5"
"Magoh","5"
"0610037L13Rik","5"
"Cpt2","5"
"Scp2","5"
"Echdc2","5"
"Coa7","5"
"Gpx7","5"
"Prpf38a","5"
"Cc2d1b","5"
"Btf3l4","5"
"Txndc12","5"
"Kti12","5"
"Nrd1","5"
"Osbpl9","5"
"Eps15","5"
"Ttc39aos1","5"
"Ttc39a","5"
"Rnf11","5"
"Cdkn2c","5"
"Faf1","5"
"Cmpk1","5"
"Cyp4a31","5"
"Cyp4a32","5"
"Efcab14","5"
"Atpaf1","5"
"Mknk1","5"
"Nsun4","5"
"Lrrc41","5"
"Pomgnt1","5"
"Pik3r3","5"
"Ipp","5"
"Tmem69","5"
"Gpbp1l1","5"
"Ccdc17","5"
"Nasp","5"
"Akr1a1","5"
"Mmachc","5"
"Ccdc163","5"
"Tesk2","5"
"Toe1","5"
"Urod","5"
"Hectd3","5"
"Eif2b3","5"
"Btbd19","5"
"Eri3","5"
"Dmap1","5"
"Gm12840","5"
"Slc6a9","5"
"Dph2","5"
"9530034E10Rik","5"
"Elovl1","5"
"2610528J11Rik","5"
"Tmem125","5"
"Ebna1bp2","5"
"Slc2a1","5"
"Zfp691","5"
"P3h1","5"
"Ybx1","5"
"Ppcs","5"
"Foxj3","5"
"Scmh1","5"
"Ctps","5"
"Nfyc","5"
"Exo5","5"
"Zfp69","5"
"Zmpste24","5"
"Ppt1","5"
"Cap1","5"
"Mycl","5"
"Trit1","5"
"Bmp8b","5"
"Pabpc4","5"
"Akirin1","5"
"Fhl3","5"
"Sf3a3","5"
"1110065P20Rik","5"
"Yrdc","5"
"9930104L06Rik","5"
"Gnl2","5"
"Snip1","5"
"Meaf6","5"
"Trappc3","5"
"Adprhl2","5"
"Ago4","5"
"5730409E04Rik","5"
"Psmb2","5"
"Zmym1","5"
"Tmem35b","5"
"Ak2","5"
"Yars","5"
"Gm12976","5"
"Rbbp4","5"
"Zbtb8os","5"
"Hdac1","5"
"Eif3i","5"
"Tmem234","5"
"Iqcc","5"
"Txlna","5"
"Tmem39b","5"
"Khdrbs1","5"
"Pef1","5"
"Serinc2","5"
"Zcchc17","5"
"Snrnp40","5"
"Mecr","5"
"Srsf4","5"
"Epb41","5"
"Ythdf2","5"
"Gmeb1","5"
"Snhg12","5"
"Trnau1ap","5"
"Rcc1","5"
"Phactr4","5"
"Med18","5"
"Eya3","5"
"Xkr8","5"
"Stx12","5"
"Fam76a","5"
"Wasf2","5"
"Sytl1","5"
"Tmem222","5"
"Kdf1","5"
"Nudc","5"
"Gpatch3","5"
"Gpn2","5"
"Zdhhc18","5"
"Pigv","5"
"Dhdds","5"
"Cep85","5"
"Zfp593","5"
"Pdik1l","5"
"Extl1","5"
"Paqr7","5"
"Mtfr1l","5"
"Ldlrap1","5"
"Syf2","5"
"Srrm1","5"
"Rcan3","5"
"Nipal3","5"
"Srsf10","5"
"Pnrc2","5"
"Fuca1","5"
"Gale","5"
"Lypla2","5"
"Pithd1","5"
"Eloa","5"
"Id3","5"
"Asap3","5"
"Tcea3","5"
"Hnrnpr","5"
"Luzp1","5"
"Cdc42","5"
"Usp48","5"
"Rap1gap","5"
"Rap1gapos","5"
"Alpl","5"
"Hp1bp3","5"
"Ddost","5"
"Pink1","5"
"Cda","5"
"Mul1","5"
"Otud3","5"
"Capzb","5"
"Pqlc2","5"
"Akr7a5","5"
"Mrto4","5"
"Klhdc7a","5"
"Arhgef10l","5"
"Atp13a2","5"
"Necap2","5"
"Szrd1","5"
"Fam131c","5"
"Zbtb17","5"
"Tmem82","5"
"Agmat","5"
"Efhd2","5"
"Tmem51","5"
"Pramef8","5"
"Dhrs3","5"
"Miip","5"
"Plod1","5"
"Mad2l2","5"
"Fbxo44","5"
"Fbxo2","5"
"Ubiad1","5"
"Exosc10","5"
"Srm","5"
"Masp2","5"
"Tardbp","5"
"Pex14","5"
"Ube4b","5"
"Nmnat1","5"
"Lzic","5"
"Slc25a33","5"
"Gm13073","5"
"Gpr157","5"
"Vamp3","5"
"Dnajc11","5"
"Thap3","5"
"Nol9","5"
"Wrap73","5"
"Tprgl","5"
"Arhgef16","5"
"Pank4","5"
"Pex10","5"
"Faap20","5"
"Prkcz","5"
"Nadk","5"
"Cdk11b","5"
"Mib2","5"
"Ssu72","5"
"Atad3a","5"
"Atad3aos","5"
"Ccnl2","5"
"Cptp","5"
"Ints11","5"
"Pusl1","5"
"Ube2j2","5"
"B3galt6","5"
"Sdf4","5"
"Tnfrsf18","5"
"AW011738","5"
"Fam133b","5"
"Rbm48","5"
"Pex1","5"
"Gatad1","5"
"Mterf1a","5"
"Mterf1b","5"
"Cldn12","5"
"Gtpbp10","5"
"Steap4","5"
"Sri","5"
"Dbf4","5"
"Slc25a40","5"
"Abcb1a","5"
"Crot","5"
"Tmem243","5"
"Dmtf1","5"
"Rsbn1l","5"
"A630072M18Rik","5"
"Fam185a","5"
"Armc10","5"
"Pmpcb","5"
"Dnajc2","5"
"Psmc2","5"
"Orc5","5"
"6030443J06Rik","5"
"5031425E22Rik","5"
"Kmt2e","5"
"Srpk2","5"
"Pus7","5"
"Rint1","5"
"2700038G22Rik","5"
"Klhl7","5"
"Nupl2","5"
"Abcb8","5"
"Cdk5","5"
"Fastk","5"
"Tmub1","5"
"Abcf2","5"
"Nub1","5"
"Rheb","5"
"Prkag2","5"
"Galnt11","5"
"1700096K18Rik","5"
"Lmbr1","5"
"Dnajb6","5"
"Hadha","5"
"Hadhb","5"
"Kcnk3","5"
"Slc35f6","5"
"Mapre3","5"
"Tmem214","5"
"Agbl5","5"
"Ost4","5"
"Cgref1","5"
"Preb","5"
"Atraid","5"
"Cad","5"
"Mpv17","5"
"Gm29609","5"
"Eif2b4","5"
"Snx17","5"
"Zfp513","5"
"Ppm1g","5"
"Nrbp1","5"
"Fndc4","5"
"Gckr","5"
"Zfp512","5"
"Gpn1","5"
"Supt7l","5"
"Slc4a1ap","5"
"Rbks","5"
"Babam2","5"
"Ppp1cb","5"
"Yes1","5"
"Pisd","5"
"Ywhah","5"
"Spon2","5"
"Ctbp1","5"
"Maea","5"
"Fam53a","5"
"Slbp","5"
"Tmem129","5"
"Letm1","5"
"Nelfa","5"
"Mxd4","5"
"Rnf4","5"
"Tnip2","5"
"Sh3bp2","5"
"Mfsd10","5"
"Nop14","5"
"Hgfac","5"
"Lrpap1","5"
"Trmt44","5"
"Grpel1","5"
"D5Ertd579e","5"
"Bloc1s4","5"
"Mrfap1","5"
"Wfs1","5"
"Stx18","5"
"Lyar","5"
"Tmem128","5"
"Slc2a9","5"
"Wdr1","5"
"Rab28","5"
"Cc2d2a","5"
"Fbxl5","5"
"Lap3","5"
"Lcorl","5"
"5730480H06Rik","5"
"Ccdc149","5"
"Pi4k2b","5"
"Zcchc4","5"
"Anapc4","5"
"Rbpj","5"
"Tbc1d19","5"
"0610040J01Rik","5"
"Pgm1","5"
"Klf3","5"
"Tlr1","5"
"Fam114a1","5"
"Rfc1","5"
"Lias","5"
"Smim14","5"
"Ube2k","5"
"N4bp2","5"
"Tmem33","5"
"Slc30a9","5"
"Atp8a1","5"
"Guf1","5"
"Gnpda2","5"
"Commd8","5"
"Slain2","5"
"Ociad1","5"
"Usp46","5"
"Scfd2","5"
"Fip1l1","5"
"Chic2","5"
"Srd5a3","5"
"Tmem165","5"
"Exoc1","5"
"Cep135","5"
"Ppat","5"
"Paics","5"
"Srp72","5"
"Noa1","5"
"Polr2b","5"
"Cenpc1","5"
"Stap1","5"
"Uba6","5"
"Ythdc1","5"
"Ugt2b5","5"
"Sult1d1","5"
"Csn3","5"
"Utp3","5"
"Rufy3","5"
"Grsf1","5"
"Mob1b","5"
"Gc","5"
"Alb","5"
"5830473C10Rik","5"
"Rassf6","5"
"Areg","5"
"Gm19619","5"
"Btc","5"
"Rchy1","5"
"Cdkl2","5"
"G3bp2","5"
"Naaa","5"
"Sdad1","5"
"Nup54","5"
"Scarb2","5"
"Stbd1","5"
"Sowahb","5"
"Sept11","5"
"Ccni","5"
"Ccng2","5"
"Paqr3","5"
"Antxr2","5"
"Hnrnpdl","5"
"Enoph1","5"
"5430416N02Rik","5"
"Lin54","5"
"Cops4","5"
"Coq2","5"
"Abraxas1","5"
"Gpat3","5"
"9430085M18Rik","5"
"Hsd17b13","5"
"Hsd17b11","5"
"Nudt9","5"
"Pkd2","5"
"BC005561","5"
"Lrrc8d","5"
"Zfp326","5"
"Zfp644","5"
"A830010M20Rik","5"
"Rpap2","5"
"Fam69a","5"
"Tmed5","5"
"Dr1","5"
"Tmem175","5"
"Idua","5"
"Slc26a1","5"
"Crlf2","5"
"Gtpbp6","5"
"Zfp605","5"
"Ankle2","5"
"Pgam5","5"
"Noc4l","5"
"Ddx51","5"
"Pus1","5"
"Pitpnb","5"
"Tpst2","5"
"Tfip11","5"
"Srrd","5"
"Hps4","5"
"Sgsm1","5"
"Ficd","5"
"Usp30","5"
"Alkbh2","5"
"Ung","5"
"Kctd10","5"
"Gltp","5"
"1500011B03Rik","5"
"2610524H06Rik","5"
"2210016L21Rik","5"
"Hnf1aos1","5"
"Acads","5"
"Mlec","5"
"Coq5","5"
"Dynll1","5"
"Srsf9","5"
"Gatc","5"
"Triap1","5"
"Sirt4","5"
"Rab35","5"
"Bicdl1","5"
"Prkab1","5"
"Suds3","5"
"Pebp1","5"
"Vsig10","5"
"Wsb2","5"
"Rfc5","5"
"2410131K14Rik","5"
"Slc8b1","5"
"Rita1","5"
"Ddx54","5"
"Trafd1","5"
"Naa25","5"
"Erp29","5"
"Mapkapk5","5"
"Aldh2","5"
"Acad12","5"
"Brap","5"
"Ppp1cc","5"
"Rad9b","5"
"Fam216a","5"
"Gpn3","5"
"Anapc7","5"
"Ift81","5"
"P2rx7","5"
"P2rx4","5"
"Anapc5","5"
"Rnf34","5"
"Orai1","5"
"Tmem120b","5"
"Bcl7a","5"
"Diablo","5"
"Vps33a","5"
"Clip1","5"
"Zcchc8","5"
"Rsrc2","5"
"Denr","5"
"Hip1r","5"
"Vps37b","5"
"Gm16001","5"
"Ogfod2","5"
"Arl6ip4","5"
"Mphosph9","5"
"2810006K23Rik","5"
"Cdk2ap1","5"
"Rilpl2","5"
"Snrnp35","5"
"Rilpl1","5"
"Tmed2","5"
"Ddx55","5"
"Gtf2h3","5"
"Atp6v0a2","5"
"Zfp664","5"
"Scarb1","5"
"Ubc","5"
"Dhx37","5"
"Bri3bp","5"
"Slc15a4","5"
"Stx2","5"
"Nipsnap2","5"
"Psph","5"
"Sumf2","5"
"Zbed5","5"
"Vkorc1l1","5"
"Gusb","5"
"Tpst1","5"
"Rabgef1","5"
"Tmem248","5"
"Sbds","5"
"Tyw1","5"
"Gatsl2","5"
"Rcc1l","5"
"Gtf2ird2","5"
"Gtf2ird1","5"
"Rfc2","5"
"Eif4h","5"
"Limk1","5"
"Mettl27","5"
